idx	label	predict	radius	correct	time
0	3	3	0.546	1	0:00:16.120055
20	7	7	0.341	1	0:00:12.094249
40	4	4	0.953	1	0:00:12.144351
60	7	7	0.953	1	0:00:12.172475
80	8	8	0.837	1	0:00:12.226156
100	4	-1	0.0	0	0:00:12.252119
120	8	8	0.255	1	0:00:12.269861
140	6	6	0.44	1	0:00:12.279957
160	2	2	0.608	1	0:00:12.316484
180	0	0	0.953	1	0:00:12.325726
200	5	5	0.524	1	0:00:12.334847
220	7	7	0.21	1	0:00:12.340943
240	1	1	0.953	1	0:00:12.348009
260	8	8	0.412	1	0:00:12.347440
280	9	9	0.886	1	0:00:12.356109
300	6	6	0.953	1	0:00:12.384587
320	3	3	0.51	1	0:00:12.392875
340	2	2	0.0884	1	0:00:12.402657
360	9	9	0.905	1	0:00:12.415467
380	6	6	0.633	1	0:00:12.440359
400	9	9	0.869	1	0:00:12.476689
420	4	4	0.59	1	0:00:12.498777
440	1	1	0.935	1	0:00:12.525875
460	5	5	0.953	1	0:00:12.549613
480	8	8	0.0669	1	0:00:12.571199
500	4	6	0.0226	0	0:00:12.593822
520	5	5	0.782	1	0:00:12.612012
540	1	1	0.877	1	0:00:12.628130
560	0	0	0.953	1	0:00:12.644722
580	4	4	0.516	1	0:00:12.648878
600	8	8	0.886	1	0:00:12.666227
620	7	7	0.913	1	0:00:12.663589
640	5	3	0.0932	0	0:00:12.683999
660	9	9	0.77	1	0:00:12.690580
680	9	9	0.352	1	0:00:12.697483
700	7	7	0.953	1	0:00:12.697439
720	4	4	0.38	1	0:00:12.703701
740	2	5	0.305	0	0:00:12.704092
760	3	3	0.119	1	0:00:12.720594
780	9	9	0.905	1	0:00:12.723060
800	7	7	0.953	1	0:00:12.722879
820	6	6	0.407	1	0:00:12.734133
840	7	7	0.953	1	0:00:12.740101
860	4	4	0.393	1	0:00:12.733326
880	8	8	0.953	1	0:00:12.739748
900	2	6	0.308	0	0:00:12.747114
920	6	6	0.477	1	0:00:12.745576
940	9	9	0.953	1	0:00:12.754126
960	9	9	0.785	1	0:00:12.756409
980	2	-1	0.0	0	0:00:12.752056
1000	5	5	0.953	1	0:00:12.764800
1020	1	1	0.953	1	0:00:12.756178
1040	7	-1	0.0	0	0:00:12.769295
1060	9	9	0.953	1	0:00:12.763815
1080	6	6	0.284	1	0:00:12.767159
1100	7	0	0.000902	0	0:00:12.765986
1120	5	5	0.11	1	0:00:12.768914
1140	6	6	0.456	1	0:00:12.760261
1160	8	8	0.786	1	0:00:12.775809
1180	3	3	0.898	1	0:00:12.771522
1200	8	8	0.589	1	0:00:12.772920
1220	9	3	0.112	0	0:00:12.788243
1240	2	2	0.0517	1	0:00:12.782138
1260	1	9	0.106	0	0:00:12.784727
1280	3	3	0.268	1	0:00:12.784911
1300	4	3	0.756	0	0:00:12.788018
1320	7	7	0.57	1	0:00:12.784923
1340	1	1	0.953	1	0:00:12.776733
1360	7	7	0.877	1	0:00:12.782923
1380	4	4	0.238	1	0:00:12.783370
1400	5	3	0.246	0	0:00:12.789786
1420	4	4	0.311	1	0:00:12.786259
1440	0	0	0.114	1	0:00:12.781827
1460	6	6	0.953	1	0:00:12.784959
1480	1	1	0.722	1	0:00:12.785776
1500	1	1	0.922	1	0:00:12.783465
