idx	label	predict	radius	correct	time
0	3	6	1.89	0	0:00:13.273836
20	7	9	1.26	0	0:00:12.529789
40	4	8	0.527	0	0:00:12.540055
60	7	7	1.39	1	0:00:12.550956
80	8	8	2.5	1	0:00:12.562981
100	4	5	0.0119	0	0:00:12.572074
120	8	8	3.23	1	0:00:12.575439
140	6	6	0.442	1	0:00:12.587313
160	2	0	2.97	0	0:00:12.597929
180	0	0	2.45	1	0:00:12.596106
200	5	7	0.0755	0	0:00:12.601979
220	7	7	3.17	1	0:00:12.604697
240	1	1	0.966	1	0:00:12.608571
260	8	5	0.396	0	0:00:12.610215
280	9	9	2.08	1	0:00:12.610650
300	6	6	3.38	1	0:00:12.612860
320	3	5	1.07	0	0:00:12.610575
340	2	6	0.291	0	0:00:12.612360
360	9	6	1.75	0	0:00:12.617168
380	6	6	2.17	1	0:00:12.613796
400	9	9	2.57	1	0:00:12.616805
420	4	6	3.81	0	0:00:12.619753
440	1	9	0.439	0	0:00:12.616708
460	5	5	2.96	1	0:00:12.618537
480	8	9	1.6	0	0:00:12.612833
500	4	6	1.57	0	0:00:12.619362
520	5	5	0.298	1	0:00:12.615610
540	1	8	0.716	0	0:00:12.613321
560	0	0	2.6	1	0:00:12.613504
580	4	6	3.81	0	0:00:12.615933
600	8	0	0.253	0	0:00:12.617075
620	7	6	0.918	0	0:00:12.615646
640	5	6	1.99	0	0:00:12.621142
660	9	9	3.81	1	0:00:12.618099
680	9	9	3.05	1	0:00:12.619725
700	7	7	1.48	1	0:00:12.621556
720	4	9	1.71	0	0:00:12.622583
740	2	6	0.262	0	0:00:12.623892
760	3	9	1.73	0	0:00:12.618041
780	9	9	0.495	1	0:00:12.622047
800	7	7	1.89	1	0:00:12.619568
820	6	9	2.51	0	0:00:12.619327
840	7	7	2.9	1	0:00:12.620233
860	4	6	3.57	0	0:00:12.621946
880	8	8	3.81	1	0:00:12.620096
900	2	6	3.81	0	0:00:12.622597
920	6	0	0.689	0	0:00:12.622638
940	9	6	0.512	0	0:00:12.622358
960	9	9	2.61	1	0:00:12.617329
980	2	6	3.81	0	0:00:12.621168
1000	5	5	1.94	1	0:00:12.621077
1020	1	8	0.114	0	0:00:12.620182
1040	7	5	3.41	0	0:00:12.626727
1060	9	9	0.216	1	0:00:12.616703
1080	6	6	3.81	1	0:00:12.621858
1100	7	8	2.83	0	0:00:12.615549
1120	5	8	0.272	0	0:00:12.614149
1140	6	6	3.43	1	0:00:12.613812
1160	8	0	0.797	0	0:00:12.614016
1180	3	9	3.22	0	0:00:12.621662
1200	8	0	1.33	0	0:00:12.618638
1220	9	-1	0.0	0	0:00:12.616872
1240	2	6	2.94	0	0:00:12.622751
1260	1	9	3.1	0	0:00:12.618383
1280	3	7	0.756	0	0:00:12.613601
1300	4	6	2.85	0	0:00:12.622984
1320	7	7	0.206	1	0:00:12.617497
1340	1	1	1.99	1	0:00:12.613090
1360	7	9	0.255	0	0:00:12.615688
1380	4	-1	0.0	0	0:00:12.615030
1400	5	5	0.492	1	0:00:12.613758
1420	4	6	0.52	0	0:00:12.614916
1440	0	0	1.38	1	0:00:12.615470
1460	6	6	1.98	1	0:00:12.615884
1480	1	-1	0.0	0	0:00:12.618551
1500	1	9	3.16	0	0:00:12.615530
1520	7	6	1.26	0	0:00:12.622004
1540	8	8	1.94	1	0:00:12.615492
1560	7	7	3.55	1	0:00:12.618008
1580	6	9	1.89	0	0:00:12.621234
1600	8	9	1.47	0	0:00:12.620398
1620	5	8	1.23	0	0:00:12.620982
1640	7	5	0.378	0	0:00:12.626598
1660	3	5	0.975	0	0:00:12.623740
1680	6	6	3.81	1	0:00:12.620595
1700	5	0	1.38	0	0:00:12.617401
1720	4	0	3.55	0	0:00:12.612453
1740	1	9	0.196	0	0:00:12.614146
1760	0	8	3.28	0	0:00:12.614080
1780	7	8	1.39	0	0:00:12.614558
1800	4	8	2.01	0	0:00:12.614781
1820	8	9	0.125	0	0:00:12.616967
1840	8	9	0.357	0	0:00:12.619396
1860	8	8	2.38	1	0:00:12.616147
1880	1	6	0.702	0	0:00:12.621156
1900	8	8	3.81	1	0:00:12.614847
1920	2	7	1.53	0	0:00:12.621019
1940	5	2	3.28	0	0:00:12.617959
1960	2	5	0.0523	0	0:00:12.618553
1980	9	9	2.0	1	0:00:12.614619
2000	1	6	2.74	0	0:00:12.617271
2020	9	9	3.12	1	0:00:12.616542
2040	0	8	3.23	0	0:00:12.615132
2060	5	5	2.02	1	0:00:12.616759
2080	1	-1	0.0	0	0:00:12.616675
2100	2	6	3.62	0	0:00:12.622546
2120	4	8	1.94	0	0:00:12.615318
2140	9	9	2.24	1	0:00:12.615044
2160	0	8	1.86	0	0:00:12.609936
2180	4	6	3.81	0	0:00:12.619957
2200	0	0	3.81	1	0:00:12.610794
2220	1	9	0.258	0	0:00:12.613642
2240	9	9	3.65	1	0:00:12.615696
2260	4	6	0.947	0	0:00:12.617569
2280	4	8	0.937	0	0:00:12.618757
2300	3	6	3.59	0	0:00:12.613684
2320	5	8	1.36	0	0:00:12.611873
2340	7	9	0.897	0	0:00:12.611181
2360	7	7	0.714	1	0:00:12.613516
2380	8	8	3.81	1	0:00:12.610640
2400	0	0	3.81	1	0:00:12.607524
2420	8	-1	0.0	0	0:00:12.616661
2440	7	8	0.814	0	0:00:12.617113
2460	9	9	1.06	1	0:00:12.621164
2480	8	8	2.67	1	0:00:12.617903
2500	4	6	2.68	0	0:00:12.616571
2520	1	8	1.75	0	0:00:12.619584
2540	2	6	3.21	0	0:00:12.620521
2560	7	-1	0.0	0	0:00:12.613435
2580	6	6	2.12	1	0:00:12.614649
2600	8	8	3.81	1	0:00:12.615404
2620	1	6	2.1	0	0:00:12.618650
2640	7	7	0.814	1	0:00:12.615522
2660	3	0	2.73	0	0:00:12.615641
2680	0	0	3.81	1	0:00:12.610399
2700	9	9	0.306	1	0:00:12.610689
2720	3	6	0.0217	0	0:00:12.617049
2740	1	1	0.613	1	0:00:12.614375
2760	2	6	3.81	0	0:00:12.617174
2780	7	7	2.1	1	0:00:12.616479
2800	4	6	3.62	0	0:00:12.614838
2820	6	6	3.81	1	0:00:12.614998
2840	3	3	1.11	1	0:00:12.620111
2860	5	7	0.0437	0	0:00:12.616134
2880	4	6	1.58	0	0:00:12.617076
2900	3	5	0.765	0	0:00:12.618782
2920	2	0	1.83	0	0:00:12.612087
2940	3	6	0.497	0	0:00:12.619429
2960	9	9	0.01	1	0:00:12.615300
2980	8	6	0.73	0	0:00:12.614984
